"Name","Type","Level","Race","Attribute","ATK","DEF","Cluster"
"Gogogo Giant","Effect Monster",4,"Rock","EARTH",2000,0,"cluster_6"
"Brotherhood of the Fire Fist - Leopard","Effect Monster",3,"Beast-Warrior","FIRE",0,200,"cluster_4"
"Inmato","Effect Monster",3,"Plant","DARK",1400.0000000000002,800,"cluster_5"
"Fushioh Richie","Effect Monster",7,"Zombie","DARK",2600,2900.0000000000005,"cluster_2"
"Otohime","Spirit Monster",3,"Spellcaster","LIGHT",0,100,"cluster_3"
"Otohime","Spirit Monster",3,"Spellcaster","LIGHT",0,100,"cluster_3"
"Neo Flamvell Shaman","Effect Monster",3,"Pyro","FIRE",1700.0000000000002,200,"cluster_5"
"Hot Red Dragon Archfiend","Synchro Monster",8,"Dragon","DARK",3000,2000,"cluster_5"
"Gimmick Puppet Magnet Doll","Effect Monster",8,"Machine","DARK",1000,1000,"cluster_4"
"Sun Dragon Inti","Synchro Monster",8,"Dragon","LIGHT",3000,2800.0000000000005,"cluster_5"
"Destiny HERO - Departed","Effect Monster",2,"Warrior","DARK",1000,0,"cluster_2"
"Yosenju Misak","Effect Monster",5.999999999999999,"Beast","WIND",2300,200,"cluster_1"
"Heavy Mech Support Armor","Union Effect Monster",3,"Machine","LIGHT",500,500,"cluster_0"
"Balloon Lizard","Effect Monster",4,"Reptile","EARTH",500,1900,"cluster_5"
"Gishki Marker","Effect Monster",4,"Aqua","WATER",1600,1200,"cluster_4"
"Crystron Quandax","Synchro Tuner Monster",4,"Machine","WATER",1800.0000000000002,2000,"cluster_0"
"Cyber Raider","Effect Monster",4,"Machine","DARK",1400.0000000000002,1000,"cluster_4"
"Spawn Alligator","Effect Monster",5,"Reptile","WATER",2200,1000,"cluster_5"
"Vylon Disigma","XYZ Monster",4,"Fairy","LIGHT",2500,2100,"cluster_1"
"Superheavy Samurai Soulclaw","Effect Monster",2,"Machine","EARTH",500,500,"cluster_4"
"Elemental HERO Stratos","Effect Monster",4,"Warrior","WIND",1800.0000000000002,300,"cluster_6"
"Arcane Apprentice","Tuner Monster",2,"Spellcaster","FIRE",1000,400,"cluster_1"
"Apoqliphort Skybase","Effect Monster",9,"Machine","EARTH",2900.0000000000005,2500,"cluster_4"
"Ultimate Axon Kicker","Fusion Monster",10,"Psychic","LIGHT",2900.0000000000005,1700.0000000000002,"cluster_0"
"Bazoo the Soul-Eater","Effect Monster",4,"Beast","EARTH",1600,900.0000000000001,"cluster_1"
"Constellar Virgo","Effect Monster",5,"Fairy","LIGHT",2300,1600,"cluster_1"
"Ally Mind","Normal Tuner Monster",5,"Machine","DARK",1800.0000000000002,1400.0000000000002,"cluster_0"
"Mirror Resonator","Tuner Monster",1,"Fiend","LIGHT",0,0,"cluster_6"
"Mecha Sea Dragon Plesion","Effect Monster",5,"Machine","WATER",2300,1800.0000000000002,"cluster_4"
"Minerva, Lightsworn Maiden","Tuner Monster",3,"Spellcaster","LIGHT",800,200,"cluster_1"
"Amphibious Bugroth","Fusion Monster",5,"Aqua","WATER",1850,1300,"cluster_0"
"Flamvell Commando","Effect Monster",5.999999999999999,"Pyro","FIRE",2200,200,"cluster_5"
"Dark Shade","Normal Monster",3,"Fiend","WIND",1000,1000,"cluster_6"
"Sleeping Lion","Normal Monster",4,"Beast","EARTH",700.0000000000001,1700.0000000000002,"cluster_1"
"Amores of Prophecy","Effect Monster",3,"Spellcaster","EARTH",600,2000,"cluster_1"
"Blue Duston","Effect Monster",1,"Fiend","WATER",0,1000,"cluster_6"
"Twin-Sword Marauder","Effect Monster",4,"Warrior","DARK",1600,1000,"cluster_2"
"Cocoon of Evolution","Effect Monster",3,"Insect","EARTH",0,2000,"cluster_5"
"Brain Jacker","Flip Effect Monster",2,"Fiend","DARK",200,900.0000000000001,"cluster_2"
"Performapal Skullcrobat Joker","Pendulum Effect Monster",4,"Spellcaster","DARK",1800.0000000000002,100,"cluster_3"
"Lord Poison","Effect Monster",4,"Plant","WATER",1500,1000,"cluster_4"
"House Duston","Effect Monster",1,"Fiend","LIGHT",0,1000,"cluster_6"
"Hyper Synchron","Tuner Monster",4,"Machine","LIGHT",1600,800,"cluster_4"
"Gaia, the Mid-Knight Sun","Effect Monster",4,"Warrior","LIGHT",1600,1200,"cluster_6"
"Mammoth Graveyard","Normal Monster",3,"Dinosaur","EARTH",1200,800,"cluster_5"
"Sonic Shooter","Effect Monster",4,"Winged Beast","WIND",1300,600,"cluster_6"
"Abyss Flower","Normal Monster",2,"Plant","EARTH",750,400,"cluster_5"
"Starliege Lord Galaxion","XYZ Monster",4,"Warrior","LIGHT",2000,2100,"cluster_6"
"Ojama Knight","Fusion Monster",5,"Beast","LIGHT",0,2500,"cluster_3"
"Geira Guile the Cubic King","Effect Monster",2,"Fairy","WIND",0,0,"cluster_1"
"Homunculus the Alchemic Being","Effect Monster",4,"Plant","LIGHT",1800.0000000000002,1600,"cluster_5"
"Cyberdark Dragon","Fusion Monster",8,"Machine","DARK",1000,1000,"cluster_0"
"Battlecruiser Dianthus","XYZ Monster",3,"Plant","EARTH",2100,1800.0000000000002,"cluster_5"
"Swamp Battleguard","Effect Monster",5,"Warrior","EARTH",1800.0000000000002,1500,"cluster_6"
"Susa Soldier","Spirit Monster",4,"Thunder","EARTH",2000,1600,"cluster_0"
"Aria the Melodious Diva","Effect Monster",4,"Fairy","LIGHT",1600,1200,"cluster_1"
"Exploder Dragonwing","Synchro Monster",7,"Dragon","DARK",2400,1600,"cluster_5"
"Shadow Specter","Normal Monster",1,"Zombie","DARK",500,200,"cluster_2"
"Force Resonator","Tuner Monster",2,"Fiend","WATER",500,500,"cluster_6"
"Destiny HERO - Dreadmaster","Effect Monster",8,"Warrior","DARK",0,0,"cluster_2"
"Vampire Grace","Effect Monster",5.999999999999999,"Zombie","DARK",2000,1200,"cluster_2"
"Vylon Soldier","Effect Monster",4,"Fairy","LIGHT",1700.0000000000002,1000,"cluster_1"
"Frightfur Kraken","Fusion Monster",8,"Fiend","WATER",2200,3000,"cluster_3"
"Kuriboh","Effect Monster",1,"Fiend","DARK",300,200,"cluster_2"
"Kuriboh","Effect Monster",1,"Fiend","DARK",300,200,"cluster_2"
"Kuriboh","Effect Monster",1,"Fiend","DARK",300,200,"cluster_2"
"Guardian Sphinx","Effect Monster",5,"Rock","EARTH",1700.0000000000002,2400,"cluster_6"
"Ljosalf of the Nordic Alfar","Effect Monster",4,"Spellcaster","LIGHT",1400.0000000000002,1200,"cluster_1"
"Lightning Rod Lord","Effect Monster",4,"Thunder","LIGHT",1800.0000000000002,100,"cluster_4"
"Maharaghi","Spirit Monster",4,"Rock","EARTH",1200,1700.0000000000002,"cluster_3"
"Endymion, the Master Magician","Effect Monster",7,"Spellcaster","DARK",2700,1700.0000000000002,"cluster_1"
"Dark Magician of Chaos","Effect Monster",8,"Spellcaster","DARK",2800.0000000000005,2600,"cluster_1"
"Kurivolt","Effect Monster",1,"Thunder","LIGHT",300,200,"cluster_4"
"Dissolverock","Normal Monster",3,"Rock","EARTH",900.0000000000001,1000,"cluster_6"
"Valkyrie of the Nordic Ascendant","Tuner Monster",2,"Fairy","LIGHT",400,800,"cluster_1"
"Elemental HERO Absolute Zero","Fusion Monster",8,"Warrior","WATER",2500,2000,"cluster_3"
"Silent Insect","Effect Monster",2,"Insect","EARTH",200,300,"cluster_5"
"Chopman the Desperate Outlaw","Effect Monster",3,"Zombie","DARK",1100,500,"cluster_2"
"Jigabyte","Effect Monster",4,"Reptile","WATER",1500,200,"cluster_5"
"Ritual Beast Tamer Wen","Effect Monster",3,"Psychic","WIND",1500,1000,"cluster_5"
"Azure-Eyes Silver Dragon","Synchro Monster",9,"Dragon","LIGHT",2500,3000,"cluster_5"
"Aqua Spirit","Effect Monster",4,"Aqua","WATER",1600,1200,"cluster_4"
"Evilswarm Ketos","Effect Monster",4,"Aqua","DARK",1750.0000000000002,1050,"cluster_4"
"Darklord Zerato","Effect Monster",8,"Fairy","DARK",2800.0000000000005,2300,"cluster_1"
"Dark Scorpion Burglars","Effect Monster",4,"Warrior","DARK",1000,1000,"cluster_2"
"Grave Ohja","Effect Monster",4,"Rock","EARTH",1600,1500,"cluster_6"
"ZW - Asura Strike","Effect Monster",4,"Fairy","FIRE",1000,1000,"cluster_1"
"Twilight Ninja Nichirin, the Chunin","Effect Monster",5.999999999999999,"Warrior","DARK",2300,1000,"cluster_2"
"Red Resonator","Tuner Monster",2,"Fiend","FIRE",600,200,"cluster_2"
"The Lady in Wight","Effect Monster",3,"Zombie","DARK",0,2200,"cluster_2"
"Strike Ninja","Effect Monster",4,"Warrior","DARK",1700.0000000000002,1200,"cluster_2"
"Swarm of Crows","Effect Monster",5,"Winged Beast","DARK",1200,1800.0000000000002,"cluster_2"
"Yashinoki","Normal Monster",2,"Plant","EARTH",800,600,"cluster_5"
"Elemental HERO Ice Edge","Effect Monster",3,"Warrior","WATER",800,900.0000000000001,"cluster_6"
"Flame Ruler","Effect Monster",4,"Pyro","FIRE",1500,1600,"cluster_5"
"Dai-sojo of the Ice Barrier","Effect Monster",5.999999999999999,"Spellcaster","WATER",1600,2200,"cluster_1"
"SPYRAL Super Agent","Effect Monster",4,"Warrior","EARTH",1900,1200,"cluster_6"
"Ape Fighter","Effect Monster",4,"Beast","DARK",1900,1200,"cluster_1"
"Diskblade Rider","Effect Monster",4,"Fiend","WIND",1700.0000000000002,1500,"cluster_6"
"Dark Garnex the Cubic Beast","Effect Monster",2,"Beast","EARTH",0,0,"cluster_1"
"Superheavy Samurai Transporter","Effect Monster",5,"Machine","EARTH",1200,1800.0000000000002,"cluster_4"
"CXyz Simon the Great Moral Leader","XYZ Monster",7,"Spellcaster","LIGHT",3000,2500,"cluster_1"
"Apocatequil","Effect Monster",4,"Thunder","LIGHT",1800.0000000000002,1200,"cluster_4"
"Rose Tentacles","Effect Monster",5.999999999999999,"Plant","EARTH",2200,1200,"cluster_5"
"Green Gadget","Effect Monster",4,"Machine","EARTH",1400.0000000000002,600,"cluster_4"
"Silent Magician","Effect Monster",4,"Spellcaster","LIGHT",1000,1000,"cluster_1"
"Earthbound Immortal Wiraqocha Rasca","Effect Monster",10,"Winged Beast","DARK",100,100,"cluster_2"
"Koa'ki Meiru Gravirose","Effect Monster",4,"Plant","FIRE",1900,1300,"cluster_5"
"Starving Venom Fusion Dragon","Fusion Monster",8,"Dragon","DARK",2800.0000000000005,2000,"cluster_0"
"Starving Venom Fusion Dragon","Fusion Monster",8,"Dragon","DARK",2800.0000000000005,2000,"cluster_0"
"Claw Reacher","Normal Monster",3,"Fiend","DARK",1000,800,"cluster_2"
"Ambitious Gofer","Effect Monster",5.999999999999999,"Fiend","DARK",2400,100,"cluster_2"
"Cyberdark Horn","Effect Monster",4,"Machine","DARK",800,800,"cluster_4"
"Grass Phantom","Effect Monster",3,"Plant","WATER",1000,1000,"cluster_4"
"Constellar Algiedi","Effect Monster",4,"Spellcaster","LIGHT",1600,1400.0000000000002,"cluster_1"
"Superheavy Samurai Kabuto","Effect Monster",4,"Machine","EARTH",1000,2000,"cluster_4"
"CXyz Mechquipped Djinn Angeneral","XYZ Monster",4,"Fairy","DARK",2600,1600,"cluster_1"
"Mecha Phantom Beast Kalgriffin","Effect Monster",7,"Machine","WIND",1000,2500,"cluster_4"
"Rallis the Star Bird","Effect Monster",3,"Winged Beast","WIND",800,800,"cluster_6"
"Mathematician","Effect Monster",3,"Spellcaster","EARTH",1500,500,"cluster_1"
"Feral Imp","Normal Monster",4,"Fiend","DARK",1300,1400.0000000000002,"cluster_2"
"Blue-Winged Crown","Normal Monster",4,"Winged Beast","WIND",1600,1200,"cluster_6"
"Giant Scorpion of the Tundra","Normal Monster",3,"Insect","EARTH",1100,1000,"cluster_5"
"Supporter in the Shadows","Normal Monster",3,"Warrior","EARTH",1000,1000,"cluster_6"
"Vylon Cube","Tuner Monster",3,"Machine","LIGHT",800,800,"cluster_4"
"Elemental HERO Phoenix Enforcer","Fusion Monster",5.999999999999999,"Warrior","FIRE",2100,1200,"cluster_3"
"Performapal Hip Hippo","Effect Monster",3,"Beast","EARTH",800,800,"cluster_1"
"Puppet Master","Effect Monster",5.999999999999999,"Fiend","DARK",0,0,"cluster_2"
"Thousand Dragon","Fusion Monster",7,"Dragon","WIND",2400,2000,"cluster_0"
"Thousand Dragon","Fusion Monster",7,"Dragon","WIND",2400,2000,"cluster_0"
"Gladiator Beast Bestiari","Effect Monster",4,"Winged Beast","WIND",1500,800,"cluster_6"
"Shogi Knight","Effect Monster",3,"Beast-Warrior","EARTH",800,400,"cluster_4"
"Star Eater","Synchro Monster",11,"Dragon","LIGHT",3200,2800.0000000000005,"cluster_5"
"Elemental HERO Darkbright","Fusion Monster",5.999999999999999,"Warrior","DARK",2000,1000,"cluster_3"
"Kamionwizard","Fusion Monster",4,"Spellcaster","DARK",1300,1100,"cluster_3"
"Tenkabito Shien","Effect Monster",4,"Pyro","FIRE",1500,1000,"cluster_5"
"Destiny HERO - Doom Lord","Effect Monster",3,"Warrior","DARK",600,800,"cluster_2"
"Superheavy Samurai Blue Brawler","Effect Monster",4,"Machine","EARTH",0,2000,"cluster_4"
"Hieratic Dragon of Nuit","Effect Monster",4,"Dragon","LIGHT",1700.0000000000002,900.0000000000001,"cluster_5"
"Salvage Warrior","Effect Monster",5,"Warrior","WATER",1900,1600,"cluster_6"
"Lava Dragon","Effect Monster",4,"Dragon","FIRE",1600,1200,"cluster_5"
"Sauropod Brachion","Effect Monster",8,"Dinosaur","EARTH",1500,3000,"cluster_5"
"Giant Flea","Normal Monster",4,"Insect","EARTH",1500,1200,"cluster_5"
"Score the Melodious Diva","Effect Monster",2,"Fairy","LIGHT",200,200,"cluster_1"
"Guldfaxe of the Nordic Beasts","Tuner Monster",4,"Beast","LIGHT",1600,1000,"cluster_1"
"Jowgen the Spiritualist","Effect Monster",3,"Spellcaster","LIGHT",200,1300,"cluster_1"
"Burning Algae","Effect Monster",3,"Pyro","FIRE",500,1500,"cluster_5"
"Swarm of Locusts","Effect Monster",3,"Insect","DARK",1000,500,"cluster_5"
"Blackwing - Kochi the Daybreak","Tuner Monster",4,"Winged Beast","DARK",700.0000000000001,1500,"cluster_2"
"Dark Assailant","Normal Monster",4,"Zombie","DARK",1200,1200,"cluster_2"
"Imairuka","Effect Monster",2,"Sea Serpent","WATER",1000,1000,"cluster_4"
"Mist Valley Executor","Effect Monster",5,"Thunder","WIND",2100,1600,"cluster_4"
"Performapal Trump Girl","Pendulum Effect Monster",2,"Spellcaster","DARK",200,200,"cluster_3"
"Fossil Dyna Pachycephalo","Effect Monster",4,"Rock","EARTH",1200,1300,"cluster_6"
"Alpha The Electromagnet Warrior","Effect Monster",3,"Rock","EARTH",1700.0000000000002,1100,"cluster_6"
"XX-Saber Gardestrike","Effect Monster",5,"Beast-Warrior","EARTH",2100,1400.0000000000002,"cluster_4"
"Serenade the Melodious Diva","Effect Monster",4,"Fairy","LIGHT",400,1900,"cluster_1"
"Panther Warrior","Effect Monster",4,"Beast-Warrior","EARTH",2000,1600,"cluster_4"
"Panther Warrior","Effect Monster",4,"Beast-Warrior","EARTH",2000,1600,"cluster_4"
"Sea Serpent Warrior of Darkness","Normal Monster",4,"Sea Serpent","WATER",1800.0000000000002,1500,"cluster_4"
"Gusto Griffin","Effect Monster",2,"Winged Beast","WIND",800,300,"cluster_6"
"Naturia Butterfly","Tuner Monster",3,"Insect","EARTH",500,1200,"cluster_5"
"Hi-Speedroid Chanbara","Synchro Monster",5,"Machine","WIND",2000,1000,"cluster_4"
"Big Koala","Normal Monster",7,"Beast","EARTH",2700,2000,"cluster_1"
"Doki Doki","Effect Monster",2,"Rock","EARTH",500,500,"cluster_6"
"Genomix Fighter","Tuner Monster",5.999999999999999,"Psychic","WIND",2200,1100,"cluster_5"
"Angel of Zera","Synchro Monster",8,"Fairy","LIGHT",2800.0000000000005,2300,"cluster_1"
"Chrysalis Mole","Effect Monster",2,"Rock","EARTH",700.0000000000001,100,"cluster_6"
"Card Blocker","Effect Monster",3,"Warrior","EARTH",400,400,"cluster_6"
"Oracle of the Sun","Effect Monster",5,"Spellcaster","LIGHT",1000,2000,"cluster_1"
"Flower Cardian Lightshower","Synchro Monster",8,"Warrior","DARK",3000,3000,"cluster_2"
"Reptilianne Viper","Tuner Monster",2,"Reptile","DARK",0,0,"cluster_5"
"Wind-Up Bat","Effect Monster",1,"Machine","WIND",300,350.00000000000006,"cluster_4"
"Cockadoodledoo","Tuner Monster",5,"Winged Beast","WIND",1600,2000,"cluster_6"
"Trakodon","Normal Monster",3,"Dinosaur","EARTH",1300,800,"cluster_5"
"Arsenal Bug","Effect Monster",3,"Insect","EARTH",2000,2000,"cluster_5"
"Toon Gemini Elf","Toon Monster",4,"Spellcaster","EARTH",1900,900.0000000000001,"cluster_3"
"Constellar Antares","Effect Monster",5.999999999999999,"Machine","LIGHT",2400,900.0000000000001,"cluster_4"
"Winged Egg of New Life","Normal Monster",5,"Fairy","LIGHT",1400.0000000000002,1700.0000000000002,"cluster_1"
"Ancient Brain","Normal Monster",3,"Fiend","DARK",1000,700.0000000000001,"cluster_2"
"Spined Gillman","Effect Monster",3,"Sea Serpent","WATER",1300,0,"cluster_4"
"Coach Goblin","Effect Monster",4,"Fiend","EARTH",1200,1500,"cluster_2"
"Bujingi Boar","Effect Monster",4,"Beast","LIGHT",1100,1900,"cluster_1"
"Performapal Skeeter Skimmer","Effect Monster",4,"Insect","WATER",500,1600,"cluster_5"
"Coral Dragon","Synchro Tuner Monster",5.999999999999999,"Dragon","WATER",2400,500,"cluster_0"
"Stellarknight Triverr","XYZ Monster",4,"Warrior","LIGHT",2100,2500,"cluster_6"
"Laughing Flower","Normal Monster",2,"Plant","EARTH",900.0000000000001,500,"cluster_5"
"Gladiator Beast Alexander","Effect Monster",5.999999999999999,"Beast","LIGHT",2400,600,"cluster_1"
"Flame Champion","Normal Monster",5,"Pyro","FIRE",1900,1300,"cluster_5"
"Cyber Tutubon","Effect Monster",5,"Warrior","EARTH",1800.0000000000002,1600,"cluster_6"
"Little D","Normal Monster",3,"Dinosaur","EARTH",1100,700.0000000000001,"cluster_5"
"Ryu-Kishin Clown","Effect Monster",2,"Fiend","DARK",800,500,"cluster_2"
"Evilswarm Azzathoth","Flip Effect Monster",4,"Reptile","DARK",750,1950,"cluster_5"
"Chrysalis Dolphin","Effect Monster",2,"Fish","WATER",400,600,"cluster_1"
"Emissary from Pandemonium","Tuner Monster",7,"Fiend","EARTH",2600,1800.0000000000002,"cluster_2"
"Subterror Behemoth Umastryx","Flip Effect Monster",7,"Reptile","EARTH",2000,2700,"cluster_5"
"XX-Saber Emmersblade","Effect Monster",3,"Insect","EARTH",1300,800,"cluster_5"
"Evolzar Dolkka","XYZ Monster",4,"Dragon","FIRE",2300,1700.0000000000002,"cluster_5"
"Junk Archer","Synchro Monster",7,"Warrior","EARTH",2300,2000,"cluster_6"
"Jumbo Drill","Effect Monster",4,"Machine","EARTH",1800.0000000000002,100,"cluster_4"
"Gora Turtle of Illusion","Effect Monster",4,"Aqua","WATER",1200,1400.0000000000002,"cluster_4"
"Wind-Up Rabbit","Effect Monster",3,"Beast-Warrior","EARTH",1400.0000000000002,600,"cluster_4"
"Ancient Gear Hunting Hound","Effect Monster",3,"Machine","EARTH",1000,1000,"cluster_4"
"Superheavy Samurai General Jade","Pendulum Effect Monster",8,"Machine","EARTH",1800.0000000000002,2800.0000000000005,"cluster_4"
"Wodan the Resident of the Forest","Effect Monster",3,"Warrior","EARTH",900.0000000000001,1200,"cluster_6"
"Berserkion the Electromagna Warrior","Effect Monster",8,"Rock","EARTH",3000,2800.0000000000005,"cluster_6"
"Fairy Tail - Sleeper","Flip Effect Monster",4,"Spellcaster","LIGHT",1850,1000,"cluster_1"
"Machina Gearframe","Union Effect Monster",4,"Machine","EARTH",1800.0000000000002,0,"cluster_0"
"Ojama Yellow","Normal Monster",2,"Beast","LIGHT",0,1000,"cluster_1"
"Aye-Iron","Effect Monster",4,"Machine","EARTH",1600,1800.0000000000002,"cluster_4"
"Wandering Mummy","Effect Monster",4,"Zombie","EARTH",1500,1500,"cluster_2"
"Reptilianne Gardna","Effect Monster",4,"Reptile","WATER",0,2000,"cluster_5"
"Vice Berserker","Effect Monster",4,"Fiend","DARK",1000,1000,"cluster_2"
"Alexandrite Dragon","Normal Monster",4,"Dragon","LIGHT",2000,100,"cluster_5"
"Gem-Knight Sardonyx","Gemini Monster",4,"Pyro","EARTH",1800.0000000000002,900.0000000000001,"cluster_0"
"Xyz Remora","Effect Monster",4,"Fish","WATER",800,800,"cluster_1"
"Phantom Dragonray Bronto","Gemini Monster",4,"Fish","WATER",1500,1000,"cluster_3"
"Yazi, Evil of the Yang Zing","Synchro Monster",7,"Wyrm","DARK",2600,2100,"cluster_5"
"Ancient Lizard Warrior","Normal Monster",4,"Reptile","EARTH",1400.0000000000002,1100,"cluster_5"
"Neo-Spacian Dark Panther","Effect Monster",3,"Beast","DARK",1000,500,"cluster_1"
"Performapal Trampolynx","Pendulum Effect Monster",2,"Beast","EARTH",300,300,"cluster_3"
"PSY-Frame Multi-Threader","Effect Monster",5.999999999999999,"Psychic","LIGHT",0,2500,"cluster_5"
"Opera the Melodious Diva","Effect Monster",4,"Fairy","LIGHT",2300,1000,"cluster_1"
"Cloudian - Cirrostratus","Effect Monster",4,"Fairy","WATER",900.0000000000001,0,"cluster_1"
"Jurrac Gallim","Tuner Monster",2,"Dinosaur","FIRE",1200,0,"cluster_5"
"Nekogal 2","Normal Monster",5.999999999999999,"Beast-Warrior","EARTH",1900,2000,"cluster_4"
"Sergeant Electro","Effect Monster",4,"Machine","FIRE",1600,1300,"cluster_4"
"Seven Swords Warrior","Synchro Monster",7,"Warrior","EARTH",2300,1800.0000000000002,"cluster_6"
"Armityle the Chaos Phantom","Fusion Monster",11.999999999999998,"Fiend","DARK",0,0,"cluster_3"
"Rasetsu","Spirit Monster",4,"Fairy","FIRE",1500,1900,"cluster_3"
"Magical Android","Synchro Monster",5,"Psychic","LIGHT",2400,1700.0000000000002,"cluster_5"
"Flower Cardian Zebra Grass with Moon","Effect Monster",8,"Warrior","DARK",2000,2000,"cluster_2"
"Reptilianne Gorgon","Effect Monster",3,"Reptile","DARK",1400.0000000000002,1400.0000000000002,"cluster_5"
"Junk Breaker","Effect Monster",4,"Warrior","EARTH",1800.0000000000002,1000,"cluster_6"
"Darkworld Thorns","Normal Monster",3,"Plant","EARTH",1200,900.0000000000001,"cluster_5"
"Constellar Acubens","Effect Monster",4,"Machine","LIGHT",800,2000,"cluster_4"
"Hourglass of Courage","Effect Monster",4,"Fairy","LIGHT",1100,1200,"cluster_1"
"Izanami","Spirit Monster",4,"Fairy","WATER",1100,1800.0000000000002,"cluster_3"
"Morpho Butterspy","Effect Monster",4,"Warrior","DARK",1200,1600,"cluster_2"
"Emes the Infinity","Effect Monster",7,"Machine","LIGHT",2500,2000,"cluster_4"
"Twin-Headed Behemoth","Effect Monster",3,"Dragon","WIND",1500,1200,"cluster_5"
