Name,Type,Level,Race,Attribute,ATK,DEF
Night Express Knight,Effect Monster,10,Machine,EARTH,3000,3000
Cosmic Horror Gangi'el,Effect Monster,7,Reptile,LIGHT,2600,2000
Qliphort Monolith,Pendulum Normal Monster,5,Machine,EARTH,2400,1000
The Calculator,Effect Monster,2,Thunder,LIGHT,0,0
Ghostrick Skeleton,Effect Monster,3,Zombie,DARK,1200,1100
Dungeon Worm,Normal Monster,5,Insect,EARTH,1800,1500
"Gren, Tactician of Dark World",Effect Monster,2,Fiend,DARK,300,500
Big Jaws,Effect Monster,3,Fish,WATER,1800,300
Naturia Mantis,Effect Monster,4,Insect,EARTH,1700,1500
The Unhappy Maiden,Effect Monster,1,Spellcaster,LIGHT,0,100
Fishborg Planter,Effect Monster,2,Fish,WATER,200,200
Infernoid Seitsemas,Effect Monster,7,Fiend,FIRE,2600,0
Sword Hunter,Effect Monster,7,Warrior,EARTH,2450,1700
A Man with Wdjat,Effect Monster,4,Spellcaster,DARK,1600,1600
Gaia Soul the Combustible Collective,Effect Monster,4,Pyro,FIRE,2000,0
Princess of Tsurugi,Flip Effect Monster,3,Warrior,WIND,900,700
Abyss Actor - Wild Hope,Pendulum Effect Monster,4,Fiend,DARK,1600,1200
Sphinx Teleia,Effect Monster,10,Beast,LIGHT,2500,3000
The Supremacy Sun,Effect Monster,10,Fiend,DARK,3000,3000
Chronomaly Crystal Skull,Effect Monster,3,Rock,LIGHT,900,600
T.G. Blade Blaster,Synchro Monster,10,Machine,EARTH,3300,2200
Dragonpit Magician,Pendulum Normal Monster,7,Spellcaster,WATER,900,2700
Yomi Ship,Effect Monster,3,Aqua,WATER,800,1400
"Kayenn, the Master Magma Blacksmith",Effect Monster,3,Rock,FIRE,1200,200
Scrap Breaker,Effect Monster,6,Machine,EARTH,2100,700
Infernity Guardian,Effect Monster,4,Fiend,DARK,1200,1700
Greedy Venom Fusion Dragon,Fusion Monster,10,Dragon,DARK,3300,2500
Nubian Guard,Effect Monster,2,Warrior,FIRE,500,500
"Fusilier Dragon, the Dual-Mode Beast",Effect Monster,7,Machine,DARK,2800,2000
V-Tiger Jet,Normal Monster,4,Machine,LIGHT,1600,1800
D.D. Telepon,Effect Monster,2,Psychic,EARTH,500,1800
Darklord Amdusc,Effect Monster,6,Fairy,DARK,1800,2800
Lunalight Cat Dancer,Fusion Monster,7,Beast-Warrior,DARK,2400,2000
Chaos Ancient Gear Giant,Fusion Monster,10,Machine,DARK,4500,3000
XX-Saber Faultroll,Effect Monster,6,Warrior,EARTH,2400,1800
Raidraptor - Necro Vulture,Effect Monster,4,Winged Beast,DARK,1000,1600
Genex Recycled,Tuner Monster,1,Machine,DARK,200,400
Giltia the D. Knight,Fusion Monster,5,Warrior,LIGHT,1850,1500
Theban Nightmare,Effect Monster,4,Fiend,LIGHT,1500,500
Rose Archer,Effect Monster,3,Warrior,EARTH,1000,100
Junk Blader,Effect Monster,4,Warrior,EARTH,1800,1000
Eclipse Wyvern,Effect Monster,4,Dragon,LIGHT,1600,1000
ZS - Vanish Sage,Effect Monster,1,Warrior,LIGHT,500,100
Mystic Macrocarpa Seed,Tuner Monster,3,Plant,EARTH,500,1000
Jinzo - Jector,Effect Monster,4,Machine,DARK,800,2000
Dread Dragon,Tuner Monster,2,Dragon,FIRE,1100,400
Kabazauls,Normal Monster,4,Dinosaur,WATER,1700,1500
Zaborg the Thunder Monarch,Effect Monster,5,Thunder,LIGHT,2400,1000
Fairy Cheer Girl,XYZ Monster,4,Fairy,LIGHT,1900,1500
Hunter Owl,Effect Monster,4,Winged Beast,WIND,1000,900
Rockstone Warrior,Effect Monster,4,Rock,EARTH,1800,1600
Elemental HERO Mudballman,Fusion Monster,6,Warrior,EARTH,1900,3000
The Immortal Bushi,Effect Monster,3,Warrior,DARK,1200,600
Infernoid Harmadik,Effect Monster,3,Fiend,FIRE,1600,0
Harpie's Pet Dragon,Effect Monster,7,Dragon,WIND,2000,2500
Nekroz of Trishula,Ritual Effect Monster,9,Warrior,WATER,2700,2000
Obnoxious Celtic Guard,Effect Monster,4,Warrior,EARTH,1400,1200
Dystopia the Despondent,Effect Monster,12,Fiend,DARK,5000,5000
Bowganian,Effect Monster,3,Machine,DARK,1300,1000
The Dark - Hex-Sealed Fusion,Effect Monster,3,Rock,DARK,1000,1600
Spherous Lady,Normal Monster,3,Rock,EARTH,400,1400
Graydle Dragon,Synchro Monster,8,Aqua,WATER,3000,2000
Chronomaly Colossal Head,Effect Monster,4,Rock,EARTH,800,1600
Green Duston,Effect Monster,1,Fiend,WIND,0,1000
Genex Turbine,Effect Monster,4,Machine,EARTH,1400,1300
Abyss Actor - Evil Heel,Pendulum Effect Monster,8,Fiend,DARK,3000,2000
Imprisoned Queen Archfiend,Effect Monster,8,Fiend,DARK,2600,1700
Ally of Justice Rudra,Effect Monster,5,Machine,DARK,1900,1200
Black Veloci,Effect Monster,4,Dinosaur,EARTH,1800,300
Golem Sentry,Effect Monster,4,Rock,EARTH,800,1800
Raidraptor - Fiend Eagle,XYZ Monster,3,Winged Beast,DARK,1000,0
Lindbloom,Effect Monster,4,Wyrm,EARTH,0,1800
Lock Cat,Effect Monster,3,Beast,EARTH,1200,1000
XX-Saber Gottoms,Synchro Monster,9,Beast-Warrior,EARTH,3100,2600
That Which Feeds on Life,Normal Monster,4,Fiend,DARK,1200,1000
Heroic Challenger - Swordshield,Effect Monster,4,Warrior,EARTH,0,2000
Madolche Messengelato,Effect Monster,4,Warrior,EARTH,1600,1000
Psychic Jumper,Tuner Monster,2,Psychic,EARTH,100,1500
Kasha,Effect Monster,8,Zombie,EARTH,0,1000
Pharaoh's Servant,Normal Monster,2,Zombie,DARK,900,0
Shaddoll Hound,Flip Effect Monster,4,Spellcaster,DARK,1600,900
Temtempo the Percussion Djinn,XYZ Monster,3,Fiend,EARTH,1700,1000
Creeping Doom Manta,Effect Monster,3,Fish,WATER,1300,1200
Vivid Knight,Effect Monster,4,Beast-Warrior,LIGHT,1700,800
Hercules Beetle,Normal Monster,5,Insect,EARTH,1500,2000
Inzektor Hopper,Effect Monster,4,Insect,DARK,1700,1400
Peten the Dark Clown,Effect Monster,3,Spellcaster,DARK,500,1200
Underworld Fighter Balmung,Synchro Monster,4,Warrior,DARK,2100,800
Invitation to a Dark Sleep,Effect Monster,5,Spellcaster,DARK,1500,1800
"Trishula, Dragon of the Ice Barrier",Synchro Monster,9,Dragon,WATER,2700,2000
D.D. Guide,Effect Monster,4,Warrior,DARK,1400,1000
Genex Ally Triforce,Synchro Monster,7,Machine,DARK,2500,2100
Dance Princess of the Nekroz,Effect Monster,4,Spellcaster,WATER,1600,800
KA-2 Des Scissors,Effect Monster,4,Machine,DARK,1000,1000
Laval Warrior,Effect Monster,4,Warrior,FIRE,1800,500
Predaplant Spinodionaea,Effect Monster,4,Plant,DARK,1800,0
Fiend's Hand,Normal Monster,2,Zombie,DARK,600,600
Tour Bus From the Underworld,Effect Monster,3,Fiend,DARK,1000,1000
Kaiser Glider,Effect Monster,6,Dragon,LIGHT,2400,2200
Darklord Ixchel,Effect Monster,10,Fairy,DARK,2500,2900
Bri Synchron,Tuner Monster,4,Machine,EARTH,1500,1100
Nekroz of Catastor,Ritual Effect Monster,5,Dragon,WATER,2200,1200
Possessed Dark Soul,Effect Monster,3,Fiend,DARK,1200,800
Blackwing - Gust the Backblast,Effect Monster,2,Winged Beast,DARK,900,1400
Blackwing - Brisote the Tailwind,Effect Monster,5,Winged Beast,DARK,1200,1800
Performapal Splashmammoth,Pendulum Effect Monster,6,Beast,WATER,1900,2300
Dragunity Pilum,Tuner Monster,3,Dragon,WIND,1400,1000
Odd-Eyes Dragon,Effect Monster,7,Dragon,DARK,2500,2000
Windrose the Elemental Lord,Effect Monster,8,Winged Beast,WIND,2800,2200
Speedroid Double Yoyo,Effect Monster,4,Machine,WIND,1400,1400
X-Saber Axel,Effect Monster,1,Beast-Warrior,EARTH,400,100
Steelswarm Caller,Effect Monster,4,Fiend,DARK,1700,0
Emperor of Prophecy,Effect Monster,5,Spellcaster,DARK,2300,2000
Iron Chain Coil,Tuner Monster,3,Machine,EARTH,1100,1600
Armaill,Normal Monster,3,Warrior,EARTH,700,1300
Amazoness Sage,Effect Monster,4,Warrior,EARTH,1400,700
"Exa, Enforcer of the Nekroz",Effect Monster,5,Dragon,WATER,2000,1000
Blue-Eyes Toon Dragon,Toon Monster,8,Dragon,LIGHT,3000,2500
Fabled Dianaira,Effect Monster,8,Fiend,LIGHT,2800,100
Raidraptor - Vanishing Lanius,Effect Monster,4,Winged Beast,DARK,1300,1600
Gigaplant,Gemini Monster,6,Plant,EARTH,2400,1200
Odd-Eyes Vortex Dragon,Fusion Monster,7,Dragon,WIND,2500,3000
Iron Chain Repairman,Effect Monster,4,Warrior,EARTH,1600,1200
Firegrass,Normal Monster,2,Plant,EARTH,700,600
Timaeus the Knight of Destiny,Fusion Monster,10,Warrior,LIGHT,0,0
Ghostrick Angel of Mischief,XYZ Monster,4,Fairy,DARK,2000,2500
Blue-Eyes Shining Dragon,Effect Monster,10,Dragon,LIGHT,3000,2500
Dark King of the Abyss,Normal Monster,3,Fiend,DARK,1200,800
"Commander Gottoms, Swordmaster",Effect Monster,6,Beast-Warrior,EARTH,2100,1600
Assault Blackwing - Sohaya the Rain Storm,Synchro Monster,5,Winged Beast,DARK,1500,2000
Gem-Merchant,Effect Monster,3,Spellcaster,EARTH,1000,1000
Mecha Phantom Beast Concoruda,Synchro Monster,7,Machine,WIND,2400,1200
Earth Effigy,Effect Monster,4,Rock,EARTH,100,2000
Red-Eyes Retro Dragon,Effect Monster,4,Dragon,DARK,1700,1600
Goddess with the Third Eye,Effect Monster,4,Fairy,LIGHT,1200,1000
Spirit of the Breeze,Effect Monster,3,Fairy,WIND,0,1800
Sanwitch,Fusion Monster,6,Spellcaster,DARK,2100,1800
Wind-Up Warrior,Effect Monster,4,Warrior,EARTH,1200,1800
Noble Knight Drystan,Effect Monster,4,Warrior,LIGHT,1800,800
Masked Chameleon,Tuner Monster,4,Reptile,EARTH,1600,1100
Fire Reaper,Normal Monster,2,Zombie,DARK,700,500
Big Insect,Normal Monster,4,Insect,EARTH,1200,1500
Top Runner,Tuner Monster,4,Machine,WIND,1100,800
Bujin Mikazuchi,Effect Monster,4,Beast-Warrior,LIGHT,1900,1500
Eagle Eye,Effect Monster,3,Winged Beast,WIND,1300,1200
Crazy Fish,Normal Monster,4,Fish,WATER,1600,1200
Flamvell Uruquizas,Synchro Monster,6,Pyro,FIRE,2100,400
Performapal Guitartle,Pendulum Effect Monster,1,Aqua,WATER,300,400
Gigobyte,Normal Monster,1,Reptile,WATER,350,300
"Burner, Dragon Ruler of Sparks",Effect Monster,3,Dragon,FIRE,1000,200
"Blaster, Dragon Ruler of Infernos",Effect Monster,7,Dragon,FIRE,2800,1800
Predaplant Sarraceniant,Effect Monster,1,Plant,DARK,100,600
Adhesive Explosive,Effect Monster,3,Machine,WIND,1000,1000
Griffore,Normal Monster,4,Beast,EARTH,1200,1500
Fungi of the Musk,Normal Monster,1,Fiend,DARK,400,300
Meotoko,Normal Monster,2,Beast,EARTH,700,600
Vampire Lord,Effect Monster,5,Zombie,DARK,2000,1500
Doppelwarrior,Effect Monster,2,Warrior,DARK,800,800
Rocket Jumper,Effect Monster,3,Rock,EARTH,1000,800
General Gantala of the Ice Barrier,Effect Monster,7,Warrior,WATER,2700,2000
Fire Trooper,Effect Monster,3,Warrior,FIRE,1000,1000
Speedroid Taketomborg,Effect Monster,3,Machine,WIND,600,1200
Genex Furnace,Effect Monster,5,Pyro,FIRE,2000,1300
Mighty Warrior,Synchro Monster,6,Warrior,EARTH,2200,2000
Dark Ruler Ha Des,Effect Monster,6,Fiend,DARK,2450,1600
Royal Firestorm Guards,Effect Monster,4,Pyro,FIRE,1700,1200
Fabled Valkyrus,Synchro Monster,8,Fiend,LIGHT,2900,1700
Mysterious Puppeteer,Effect Monster,4,Warrior,EARTH,1000,1500
Flower Cardian Willow,Effect Monster,11,Warrior,DARK,100,100
Fire King Avatar Garunix,Effect Monster,3,Winged Beast,FIRE,700,1700
Naturia Rock,Effect Monster,3,Rock,EARTH,1200,1200
Relinquished Spider,Effect Monster,2,Insect,EARTH,300,500
Evolsaur Vulcano,Effect Monster,4,Dinosaur,FIRE,1200,1000
Flamvell Archer,Tuner Monster,3,Pyro,FIRE,1000,200
Steelswarm Cell,Effect Monster,1,Fiend,DARK,0,0
Vice Dragon,Effect Monster,5,Dragon,DARK,2000,2400
Galaxy Stealth Dragon,XYZ Monster,4,Dragon,DARK,2000,1600
Stoic of Prophecy,Effect Monster,1,Spellcaster,WATER,300,200
Catoblepas and the Witch of Fate,Effect Monster,4,Spellcaster,EARTH,1800,0
Metalfoes Crimsonite,Fusion Monster,9,Psychic,FIRE,3000,3000
Harpie Lady 3,Effect Monster,4,Winged Beast,WIND,1300,1400
"Winda, Priestess of Gusto",Effect Monster,2,Psychic,WIND,1000,400
Dragunity Brandistock,Tuner Monster,1,Dragon,WIND,600,400
Black Luster Soldier - Super Soldier,Ritual Effect Monster,8,Warrior,EARTH,3000,2500
Ghostrick Yuki-onna,Effect Monster,2,Spellcaster,DARK,1000,800
Helios - The Primordial Sun,Effect Monster,4,Pyro,LIGHT,0,0
Gadget Driver,Effect Monster,1,Machine,EARTH,200,200
Galaxy Worm,Effect Monster,3,Insect,LIGHT,1200,1000
Ghostrick Lantern,Effect Monster,1,Fiend,DARK,800,0
Volcanic Hammerer,Effect Monster,5,Pyro,FIRE,2400,1500
Koa'ki Meiru Ice,Effect Monster,4,Aqua,WATER,1900,1200
Mare Mare,Tuner Monster,7,Wyrm,WATER,2100,1400
Karbonala Warrior,Fusion Monster,4,Warrior,EARTH,1500,1200
Dragunity Legionnaire,Effect Monster,3,Winged Beast,WIND,1200,800
High Tide Gyojin,Normal Monster,4,Aqua,WATER,1650,1300
Blue Mountain Butterspy,Effect Monster,4,Warrior,DARK,0,1700
Spirit of the Winds,Normal Monster,5,Spellcaster,WIND,1700,1400
Gem-Knight Tourmaline,Normal Monster,4,Thunder,EARTH,1600,1800
Great Mammoth of Goldfine,Fusion Monster,6,Zombie,DARK,2200,1800
Guerilla Kite,Tuner Monster,4,Fiend,FIRE,1600,200
Gentlemander,Effect Monster,4,Reptile,LIGHT,1200,1000
Man-Eater Bug,Flip Effect Monster,2,Insect,EARTH,450,600
"Barbaroid, the Ultimate Battle Machine",Fusion Monster,12,Machine,EARTH,4000,4000
The Calibrator,Effect Monster,4,Thunder,LIGHT,1500,1500
Green Turtle Summoner,Effect Monster,3,Spellcaster,WATER,400,1500
Destiny HERO - Defender,Effect Monster,4,Warrior,DARK,100,2700
Twin-Headed Thunder Dragon,Fusion Monster,7,Thunder,LIGHT,2800,2100
Light Effigy,Effect Monster,4,Fairy,LIGHT,1500,0
Duck Fighter,Effect Monster,3,Machine,WIND,1300,1400
Skull Stalker,Normal Monster,3,Warrior,DARK,900,800
Worm Prince,Effect Monster,6,Reptile,LIGHT,2200,400
Kelbek,Effect Monster,4,Fairy,EARTH,1500,1800
Ancient Lamp,Effect Monster,3,Spellcaster,WIND,900,1400
Influence Dragon,Tuner Monster,3,Dragon,WIND,300,900
Tuning Magician,Tuner Monster,1,Spellcaster,DARK,0,0
Neo-Spacian Air Hummingbird,Effect Monster,3,Winged Beast,WIND,800,600
Arcane Archer of the Forest,Effect Monster,3,Warrior,EARTH,900,1400
Gold Gadget,Effect Monster,4,Machine,LIGHT,1700,800
Troop Dragon,Effect Monster,2,Dragon,WIND,700,800
Water Girl,Normal Monster,4,Aqua,WATER,1250,1000
Power Supplier,Effect Monster,2,Spellcaster,EARTH,400,400
"Gameciel, the Sea Turtle Kaiju",Effect Monster,8,Aqua,WATER,2200,3000
Naturia Strawberry,Effect Monster,4,Plant,EARTH,1600,1200
Chemicritter Hydron Hawk,Gemini Monster,2,Winged Beast,WATER,1400,700
Deskbot 006,Pendulum Effect Monster,6,Machine,EARTH,500,500
Morphtronic Radion,Effect Monster,4,Thunder,LIGHT,1000,900
Elemental HERO Aqua Neos,Fusion Monster,7,Warrior,WATER,2500,2000
Gimmick Puppet Nightmare,Effect Monster,8,Machine,DARK,1000,2000
Lisark,Normal Monster,4,Beast,EARTH,1300,1300
The Fabled Nozoochee,Effect Monster,2,Beast,LIGHT,1200,800
Succubus Knight,Normal Monster,5,Warrior,DARK,1650,1300
Crystron Rosenix,Effect Monster,4,Machine,WATER,1800,1000
Job-Change Mirror,Normal Monster,3,Fiend,DARK,800,1300
Malefic Red-Eyes B. Dragon,Effect Monster,7,Dragon,DARK,2400,2000
Batteryman D,Effect Monster,1,Thunder,LIGHT,0,1900
Blue-Eyes Chaos MAX Dragon,Ritual Effect Monster,8,Dragon,DARK,4000,0
Mythical Beast Cerberus,Effect Monster,4,Spellcaster,LIGHT,1400,1400
Traptrix Atrax,Effect Monster,4,Insect,EARTH,1800,1000
Lesser Dragon,Normal Monster,4,Dragon,WIND,1200,1000
Destiny HERO - Blade Master,Effect Monster,3,Warrior,DARK,300,600
Evoltile Gephyro,Effect Monster,1,Reptile,FIRE,200,400
Lightserpent,Effect Monster,3,Reptile,LIGHT,1200,800
Battle Warrior,Normal Monster,3,Warrior,EARTH,700,1000
Pot the Trick,Normal Monster,2,Rock,EARTH,400,400
Fortune Lady Dark,Effect Monster,5,Spellcaster,DARK,0,0
Frost and Flame Dragon,Effect Monster,6,Dragon,WATER,2300,2000
Blackwing - Pinaki the Waxing Moon,Tuner Monster,3,Winged Beast,DARK,1200,1000
Elemental HERO Wild Wingman,Fusion Monster,8,Warrior,EARTH,1900,2300
Fairy Tail - Snow,Effect Monster,4,Spellcaster,LIGHT,1850,1000
Scrap Hunter,Effect Monster,3,Machine,EARTH,1600,400
Darklord Desire,Effect Monster,10,Fairy,DARK,3000,2800
Great Bill,Normal Monster,4,Beast,EARTH,1250,1300
Plague Wolf,Effect Monster,3,Zombie,DARK,1000,1000
Soul Drain Dragon,Effect Monster,8,Dragon,LIGHT,4000,0
"Exxod, Master of The Guard",Effect Monster,8,Rock,EARTH,0,4000
Photon Wyvern,Effect Monster,7,Dragon,LIGHT,2500,2000
Dragon Piper,Flip Effect Monster,3,Pyro,FIRE,200,1800
Morinphen,Normal Monster,5,Fiend,DARK,1550,1300
Master Hyperion,Effect Monster,8,Fairy,LIGHT,2700,2100
"Lich Lord, King of the Underworld",Effect Monster,6,Zombie,DARK,2400,1200
Amazoness Fighter,Effect Monster,4,Warrior,EARTH,1500,1300
Tatsunoko,Synchro Tuner Monster,3,Wyrm,WATER,1700,500
Electric Lizard,Effect Monster,3,Thunder,EARTH,850,800
Kozmo Dark Destroyer,Effect Monster,8,Machine,DARK,3000,1800
Blue Dragon Summoner,Effect Monster,4,Spellcaster,WIND,1500,600
Ally of Justice Reverse Break,Effect Monster,4,Machine,DARK,1200,1200
Metal Fish,Normal Monster,5,Machine,WATER,1600,1900
Viser Des,Effect Monster,4,Fiend,DARK,500,1200
Viser Des,Effect Monster,4,Fiend,DARK,500,1200
Crystron Prasiortle,Effect Monster,2,Machine,WATER,500,2000
Unifrog,Effect Monster,2,Aqua,WATER,400,400
Ancient Gear Soldier,Effect Monster,4,Machine,EARTH,1300,1300
Gogogo Ghost,Effect Monster,4,Zombie,DARK,1900,0
Apple Magician Girl,Effect Monster,3,Spellcaster,FIRE,1200,800
Prophecy Destroyer,Effect Monster,6,Spellcaster,DARK,2500,1200
Infernity Necromancer,Effect Monster,3,Fiend,DARK,0,2000
Needle Sunfish,Effect Monster,3,Fish,WATER,1500,100
Evoltile Casinerio,Effect Monster,3,Reptile,FIRE,1600,400
Kumootoko,Normal Monster,3,Insect,EARTH,700,1400
Drill Synchron,Tuner Monster,3,Machine,EARTH,800,300
M-Warrior 1,Normal Monster,3,Warrior,EARTH,1000,500
Totem Five,Effect Monster,3,Rock,FIRE,500,200
"Saffira, Queen of Dragons",Ritual Effect Monster,6,Dragon,LIGHT,2500,2400
Wolf Axwielder,Normal Monster,4,Beast-Warrior,EARTH,1650,1000
Vampire Baby,Effect Monster,3,Zombie,DARK,700,1000
The Fabled Catsith,Tuner Monster,1,Beast,LIGHT,800,600
Junk Forward,Effect Monster,3,Warrior,EARTH,900,1500
Warrior of Tradition,Fusion Monster,6,Warrior,EARTH,1900,1700
U.A. Mighty Slugger,Effect Monster,5,Warrior,EARTH,2300,700
Gimmick Puppet Gear Changer,Effect Monster,1,Machine,EARTH,100,100
Genex Ally Volcannon,Effect Monster,4,Machine,DARK,1700,600
Kunoichi,Effect Monster,4,Warrior,WIND,1800,1000
Raging Eria,Effect Monster,4,Spellcaster,WATER,800,1500
Neo Blue-Eyes Ultimate Dragon,Fusion Monster,12,Dragon,LIGHT,4500,3800
Black Dragon Ninja,Effect Monster,7,Beast,DARK,2800,1600
Destiny HERO - Disk Commander,Effect Monster,1,Warrior,DARK,300,300
Bujingi Sinyou,Effect Monster,4,Beast,LIGHT,1500,1000
Harpie Harpist,Effect Monster,4,Winged Beast,WIND,1700,600
Cloudian - Sheep Cloud,Effect Monster,1,Fairy,WATER,0,0
Phantom Cricket,Flip Effect Monster,2,Insect,EARTH,300,1000
Stellarknight Delteros,XYZ Monster,4,Warrior,LIGHT,2500,2100
Invader of Darkness,Effect Monster,8,Fiend,DARK,2900,2500
Ritual Beast Ulti-Gaiapelio,Fusion Monster,10,Psychic,LIGHT,3200,2100
Performapal Parrotrio,Pendulum Effect Monster,3,Winged Beast,WIND,500,500
"Terratiger, the Empowered Warrior",Effect Monster,4,Warrior,EARTH,1800,1200
Geomancer of the Ice Barrier,Tuner Monster,3,Spellcaster,WATER,800,1200
Obese Marmot of Nefariousness,Normal Monster,3,Beast,EARTH,750,800
Scrap Chimera,Effect Monster,4,Beast,EARTH,1700,500
Vylon Alpha,Synchro Monster,9,Machine,LIGHT,2200,1100
Angel O7,Effect Monster,7,Fairy,LIGHT,2500,1500
Tyhone 2,Normal Monster,6,Dragon,FIRE,1700,1900
"Aether, the Empowering Dragon",Effect Monster,6,Dragon,LIGHT,2300,1600
Batteryman Micro-Cell,Flip Effect Monster,1,Thunder,LIGHT,100,100
Poison Draw Frog,Effect Monster,2,Aqua,WATER,100,100
Mono Synchron,Tuner Monster,1,Machine,DARK,0,0
Musician King,Fusion Monster,5,Spellcaster,LIGHT,1750,1500
Kozmo Strawman,Effect Monster,2,Psychic,LIGHT,500,1800
Superdreadnought Rail Cannon Gustav Max,XYZ Monster,10,Machine,EARTH,3000,3000
Heraldic Beast Basilisk,Effect Monster,4,Beast,EARTH,1000,1400
Gravity Behemoth,Effect Monster,6,Beast,DARK,2300,2000
Sishunder,Effect Monster,4,Thunder,LIGHT,900,400
Super Quantal Mech Beast Magnaliger,XYZ Monster,5,Machine,FIRE,2600,2000
Zubaba Buster,Effect Monster,3,Warrior,EARTH,1800,600
Giant Soldier of Steel,XYZ Monster,3,Rock,EARTH,1300,2000
Gearfried the Swordmaster,Effect Monster,7,Warrior,LIGHT,2600,2200
Doitsu,Union Effect Monster,4,Fairy,EARTH,100,200
Morphtronic Remoten,Tuner Monster,3,Machine,EARTH,300,1200
Winged Kuriboh,Effect Monster,1,Fairy,LIGHT,300,200
Winged Kuriboh,Effect Monster,1,Fairy,LIGHT,300,200
"Cir, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1600,1200
Genex Ally Remote,Tuner Monster,3,Machine,DARK,500,1800
Flower Cardian Peony with Butterfly,Tuner Monster,6,Warrior,DARK,1000,1000
Evigishki Soul Ogre,Ritual Effect Monster,8,Aqua,WATER,2800,2800
Ryu Kokki,Effect Monster,6,Zombie,DARK,2400,2000
Shiranui Samuraisaga,Synchro Monster,6,Zombie,FIRE,2500,0
Two-Mouth Darkruler,Normal Monster,3,Dinosaur,EARTH,900,700
Unicycular,Normal Monster,1,Machine,EARTH,100,100
Guard Dog,Flip Effect Monster,3,Beast,EARTH,1500,500
Sentry Soldier of Stone,Effect Monster,3,Rock,EARTH,1300,2000
"Winged Dragon, Guardian of the Fortress 2",Normal Monster,4,Winged Beast,WIND,1200,1000
Bombardment Beetle,Flip Effect Monster,2,Insect,WIND,400,900
Level Eater,Effect Monster,1,Insect,DARK,600,0
Wightprince,Effect Monster,1,Zombie,DARK,0,0
Frightfur Sheep,Fusion Monster,5,Fiend,DARK,2000,2000
Luminous Soldier,Effect Monster,5,Warrior,LIGHT,2100,1400
Worm Illidan,Effect Monster,5,Reptile,LIGHT,2000,1800
Dawnbreak Gardna,Gemini Monster,3,Warrior,LIGHT,1500,500
Delta Flyer,Tuner Monster,3,Dragon,WIND,1500,900
Darklord Marie,Effect Monster,5,Fiend,DARK,1700,1200
Schuberta the Melodious Maestra,Fusion Monster,6,Fairy,LIGHT,2400,2000
Cloudian - Eye of the Typhoon,Effect Monster,8,Aqua,WIND,3000,1000
Sonic Bird,Effect Monster,4,Winged Beast,WIND,1400,1000
Archfiend Eccentrick,Pendulum Effect Monster,3,Fiend,LIGHT,800,1000
Darkstorm Dragon,Gemini Monster,8,Dragon,DARK,2700,2500
Kuraz the Light Monarch,Effect Monster,6,Warrior,LIGHT,2400,1000
Noble Knight Brothers,Effect Monster,4,Warrior,LIGHT,1200,2400
Gladiator Beast Equeste,Effect Monster,4,Winged Beast,WIND,1600,1200
Judgment Dragon,Effect Monster,8,Dragon,LIGHT,3000,2600
Ritual Beast Tamer Zeframpilica,Pendulum Effect Monster,3,Psychic,WIND,1000,1500
Dark Blade the Captain of the Evil World,Effect Monster,4,Warrior,DARK,1800,1500
The Wicked Eraser,Effect Monster,10,Fiend,DARK,0,0
Shadow Delver,Gemini Monster,4,Fiend,DARK,1500,500
Mother Grizzly,Effect Monster,4,Beast-Warrior,WATER,1400,1000
Nimble Musasabi,Effect Monster,2,Beast,EARTH,800,100
Divine Knight Ishzark,Effect Monster,6,Warrior,LIGHT,2300,1800
Tenderness,Normal Monster,3,Fairy,LIGHT,700,1400
Wind-Up Rat,Effect Monster,3,Beast,EARTH,600,600
Dododo Buster,Effect Monster,6,Warrior,EARTH,1900,800
Alien Psychic,Effect Monster,1,Reptile,DARK,200,100
Shaddoll Zefranaga,Pendulum Effect Monster,2,Spellcaster,DARK,900,100
Machina Force,Effect Monster,10,Machine,EARTH,4600,4100
