Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
32,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,902212,Some College
39,Male,Rent,Telmex,Married,Telcel,2,Never,Android,Spotify,902223,Master's Degree
47,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,902290,Bachelor
26,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,902823,Bachelor
29,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,902997,Bachelor
39,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,903084,Bachelor
27,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,903092,High School
25,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,903166,Some College
35,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,903175,Bachelor
26,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,903193,Bachelor
29,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,903197,High School
36,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,903201,Bachelor
29,Male,Rent,Telmex,Married,Movistar,1,Rarely,IOS,YT Music,903330,Grade School
24,Male,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,903408,Bachelor
29,Male,Rent,Mega cable,Married,Movistar,2,Monthly,Android,YT Music,903500,Master's Degree
45,Male,Own,Telmex,Married,Telcel,1,Weekly,Android,YT Music,903583,Trade School
26,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,Spotify,903584,High School
35,Female,Own,Mega cable,Divorced,Movistar,1,Never,Android,YT Music,903585,Some College
28,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,903588,High School
34,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,903597,Bachelor
27,Male,Own,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,903600,Some College
42,Female,Own,Telmex,Other,Movistar,1,Never,Android,Spotify,903604,Bachelor
26,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,903606,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,903607,High School
28,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,903609,Bachelor
27,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,903613,High School
20,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,YT Music,903614,Bachelor
48,Male,Rent,Telmex,Married,Movistar,4,Weekly,Android,YT Music,903616,Bachelor
23,Male,Own,Axtel,Never Married,Telcel,2,Never,Android,YT Music,903618,High School
45,Male,Rent,Mega cable,Married,Telcel,0,Never,Android,Spotify,903622,Some College
28,Male,Rent,Axtel,Married,Movistar,1,Never,Android,YT Music,903626,Master's Degree
31,Male,Rent,Axtel,Married,Telcel,1,Weekly,Android,YT Music,903629,Some College
50,Female,Rent,Axtel,Married,Movistar,1,Weekly,IOS,YT Music,903634,Master's Degree
36,Male,Own,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,903636,Master's Degree
26,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,903642,High School
25,Male,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,903646,High School
31,Male,Own,Axtel,Married,Movistar,1,Never,Android,YT Music,903652,Some College
34,Male,Rent,Other,Divorced,Movistar,0,Monthly,Android,YT Music,903778,Master's Degree
44,Female,Rent,Axtel,Married,AT&T,3,Never,IOS,Spotify,903826,Master's Degree
41,Male,Own,Telmex,Married,Telcel,2,Weekly,Android,YT Music,903828,Bachelor
27,Male,Rent,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,903839,Bachelor
25,Female,Rent,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,903851,Bachelor
28,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,903863,Some College
25,Female,Own,Izzi,Divorced,Other,6,Never,Android,Spotify,903873,Post-Doc
32,Male,Rent,Telmex,Married,Movistar,2,Never,Android,YT Music,903909,Bachelor
35,Female,Rent,Axtel,Married,Telcel,2,Never,IOS,YT Music,903911,Grade School
34,Male,Own,Axtel,Never Married,Telcel,2,Weekly,IOS,YT Music,903919,High School
28,Male,Rent,Telmex,Married,Telcel,2,Rarely,IOS,Spotify,903927,Bachelor
24,Male,Rent,Telmex,Married,Movistar,2,Never,Android,YT Music,903930,Bachelor
42,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,903931,High School
28,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,903932,Bachelor
32,Male,Rent,Axtel,Divorced,Movistar,1,Never,Android,YT Music,903936,Master's Degree
33,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,903941,Bachelor
28,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,903943,Bachelor
42,Male,Own,Telmex,Divorced,Movistar,1,Weekly,IOS,YT Music,903948,Some College
43,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,903949,Bachelor
29,Male,Rent,Telmex,Married,Telcel,0,Never,Android,Spotify,903950,Bachelor
34,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,903951,Master's Degree
42,Male,Rent,Axtel,Divorced,Telcel,1,Never,Android,YT Music,903955,Master's Degree
32,Female,Rent,Telmex,Divorced,Movistar,1,Rarely,Android,YT Music,903997,Associate's Degree
29,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,904002,Master's Degree
39,Female,Own,Other,Married,Movistar,0,Never,IOS,YT Music,904008,Grade School
27,Male,Rent,Axtel,Married,Movistar,2,Never,Android,Spotify,904012,Bachelor
25,Male,Rent,Mega cable,Never Married,Telcel,1,Weekly,Windows phone,YT Music,904015,High School
31,Male,Rent,Axtel,Married,Movistar,2,Monthly,Android,YT Music,904027,Master's Degree
56,Male,Own,Axtel,Married,Telcel,3,Weekly,Android,YT Music,904043,Bachelor
53,Female,Rent,Izzi,Divorced,Movistar,2,Weekly,Android,Spotify,904045,Some College
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,904046,Bachelor
33,Female,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,904052,High School
36,Female,Rent,Telmex,Married,Movistar,2,Weekly,IOS,YT Music,904073,Some College
32,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,904074,Bachelor
48,Female,Rent,Telmex,Married,Movistar,3,Weekly,IOS,Spotify,904076,Some College
29,Male,Rent,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,904083,High School
27,Male,Own,Telmex,Married,Telcel,2,Never,Android,YT Music,904094,Bachelor
24,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,904096,Bachelor
33,Male,Rent,Telmex,Married,Movistar,1,Rarely,IOS,YT Music,904099,Master's Degree
36,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,904103,Bachelor
32,Male,Own,Axtel,Married,Telcel,1,Weekly,Android,YT Music,904104,Master's Degree
29,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,904112,Bachelor
30,Male,Rent,Telmex,Married,Telcel,3,Weekly,Android,YT Music,904114,Bachelor
30,Male,Own,Mega cable,Married,Telcel,1,Never,Android,YT Music,904121,Some College
35,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,904123,Some College
33,Male,Rent,Telmex,Married,Telcel,1,Never,Android,Spotify,904126,Master's Degree
34,Male,Rent,Mega cable,Married,Telcel,1,Monthly,Android,YT Music,904128,Bachelor
43,Female,Rent,Telmex,Married,Telcel,3,Never,IOS,YT Music,904139,Master's Degree
47,Female,Rent,Other,Married,Movistar,3,Never,IOS,YT Music,904143,Master's Degree
35,Female,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,904153,Bachelor
35,Male,Rent,Telmex,Never Married,Telcel,1,Weekly,Windows phone,YT Music,904157,High School
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,904161,Bachelor
34,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,904167,Bachelor
28,Female,Rent,Mega cable,Other,Movistar,1,Never,Android,YT Music,904202,Associate's Degree
35,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,904210,Bachelor
39,Female,Rent,Mega cable,Married,Movistar,4,Weekly,IOS,YT Music,904215,Bachelor
38,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,904225,Master's Degree
39,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,904234,High School
43,Female,Rent,Telmex,Married,Movistar,4,Weekly,IOS,YT Music,904241,Bachelor
40,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,904251,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,904263,Bachelor
46,Female,Rent,Axtel,Divorced,Movistar,1,Never,Android,Spotify,904271,Bachelor
33,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,904275,Doctorate
49,Female,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,Spotify,904283,Some College
30,Male,Rent,Mega cable,Married,Other,1,Never,Android,YT Music,904294,Bachelor
30,Female,Rent,Axtel,Married,Movistar,1,Never,IOS,Spotify,904300,Master's Degree
29,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,904303,High School
34,Male,Rent,Telmex,Married,Movistar,1,Never,Android,YT Music,904309,Doctorate
29,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,904318,Bachelor
38,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,Spotify,904319,Bachelor
29,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,904321,High School
32,Male,Own,Mega cable,Never Married,Telcel,0,Never,Android,YT Music,904323,High School
29,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,904328,Some College
34,Male,Rent,Telmex,Married,Telcel,3,Weekly,Android,YT Music,904339,Associate's Degree
30,Female,Rent,Axtel,Married,Movistar,2,Monthly,IOS,YT Music,904346,Bachelor
42,Male,Rent,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,904348,Trade School
30,Female,Rent,Axtel,Married,Movistar,2,Monthly,IOS,YT Music,904368,Bachelor
21,Female,Rent,Telmex,Never Married,Other,1,Never,Android,Spotify,904374,High School
38,Female,Own,Axtel,Never Married,Movistar,2,Weekly,Android,YT Music,904375,High School
38,Female,Rent,Mega cable,Divorced,Movistar,0,Never,Android,YT Music,904377,Master's Degree
32,Male,Rent,Mega cable,Married,Movistar,2,Weekly,Windows phone,YT Music,904392,Bachelor
37,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,904394,Bachelor
32,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,904399,High School
38,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,904406,Master's Degree
21,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,904409,High School
27,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,904462,High School
26,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,904463,Some College
42,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,904469,Some College
27,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,904483,Bachelor
44,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,YT Music,904484,High School
30,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,904502,Some College
37,Male,Own,Mega cable,Married,Telcel,3,Rarely,IOS,YT Music,904517,Some College
30,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,904521,High School
33,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,904527,Bachelor
36,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,904531,Bachelor
48,Male,Rent,Other,Married,Telcel,2,Weekly,IOS,YT Music,904533,Bachelor
28,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,904543,High School
32,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,904730,Bachelor
32,Female,Rent,Telmex,Divorced,Movistar,1,Never,Android,YT Music,904817,Bachelor
38,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,904823,Bachelor
27,Male,Rent,Axtel,Married,Telcel,3,Monthly,Android,YT Music,904908,Bachelor
37,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,904910,Bachelor
55,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,904984,Bachelor
28,Female,Rent,Telmex,Divorced,Telcel,1,Never,Android,YT Music,905047,Master's Degree
38,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,905118,Bachelor
44,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,905160,Master's Degree
30,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,905165,High School
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,905166,Bachelor
35,Male,Rent,Mega cable,Separated,Movistar,2,Never,Android,YT Music,905206,Bachelor
45,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,905210,Some College
52,Female,Rent,Telmex,Married,Other,2,Weekly,IOS,YT Music,905215,Doctorate
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,905257,Bachelor
43,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,905267,Bachelor
23,Male,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,905291,Bachelor
39,Male,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,905345,Doctorate
50,Male,Rent,Axtel,Married,Telcel,4,Weekly,Android,YT Music,905366,Bachelor
50,Male,Rent,Mega cable,Divorced,Movistar,1,Weekly,Android,Spotify,905457,Master's Degree
39,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,905587,Bachelor
35,Male,Own,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,905634,Bachelor
25,Male,Own,Mega cable,Never Married,Telcel,0,Never,Android,YT Music,905681,High School
31,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,905802,High School
37,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,905837,Bachelor
30,Male,Rent,Telmex,Married,Telcel,3,Rarely,IOS,YT Music,905871,Bachelor
26,Female,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,905935,High School
48,Female,Rent,Mega cable,Married,Movistar,3,Weekly,IOS,YT Music,905969,Some College
50,Male,Rent,Izzi,Married,Telcel,1,Weekly,Android,Spotify,906010,Master's Degree
32,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,906016,Bachelor
33,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,906032,High School
29,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,906036,Bachelor
34,Female,Own,Mega cable,Other,Movistar,1,Never,Android,YT Music,906038,Bachelor
39,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,906040,High School
44,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,906061,Bachelor
38,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,906071,Some College
25,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,906073,Bachelor
36,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,906075,High School
27,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,YT Music,906077,Bachelor
26,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,906079,High School
27,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,906083,Bachelor
30,Male,Rent,Axtel,Never Married,Movistar,2,Rarely,IOS,YT Music,906086,High School
25,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,906087,Bachelor
35,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,906090,Bachelor
34,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,906100,Bachelor
39,Male,Own,Telmex,Married,Telcel,2,Weekly,Android,YT Music,906101,Bachelor
39,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,906104,Associate's Degree
40,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,906105,High School
24,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,906107,High School
35,Female,Rent,Telmex,Never Married,Movistar,3,Never,Android,Spotify,906109,High School
37,Male,Own,Mega cable,Married,Telcel,5,Weekly,Android,YT Music,906110,Some College
30,Female,Rent,Telmex,Married,Movistar,2,Never,IOS,YT Music,906111,Bachelor
33,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,906118,Master's Degree
40,Female,Own,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,906121,Some College
39,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,906124,High School
32,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,Spotify,906129,High School
36,Female,Rent,Telmex,Never Married,Movistar,2,Never,Android,Spotify,906132,High School
30,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,906136,Some College
40,Male,Rent,Telmex,Married,Telcel,2,Weekly,Windows phone,YT Music,906137,Master's Degree
32,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,906141,High School
31,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,906142,Bachelor
42,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,906147,Bachelor
30,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,906148,Bachelor
39,Female,Rent,Mega cable,Divorced,Other,1,Never,Android,Spotify,906149,Bachelor
34,Male,Rent,Axtel,Divorced,Telcel,2,Never,Android,YT Music,906151,Some College
28,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,906159,Bachelor
30,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,906162,Bachelor
34,Female,Rent,Telmex,Married,Movistar,5,Rarely,IOS,YT Music,906165,Master's Degree
56,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,906166,Bachelor
26,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,906174,High School
43,Female,Rent,Telmex,Other,Movistar,2,Never,Android,YT Music,906175,Bachelor
40,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,906176,Bachelor
30,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,906178,High School
44,Male,Rent,Telmex,Married,Telcel,2,Never,Android,Spotify,906179,Bachelor
30,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,YT Music,906181,Doctorate
43,Male,Rent,Mega cable,Married,Telcel,3,Daily,Other,YT Music,906182,Master's Degree
33,Male,Own,Axtel,Never Married,Movistar,2,Never,Android,YT Music,906185,High School
25,Male,Rent,Axtel,Divorced,Movistar,1,Rarely,IOS,YT Music,906189,Bachelor
37,Female,Rent,Axtel,Never Married,Other,1,Never,Android,YT Music,906197,High School
36,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,906201,Master's Degree
29,Male,Rent,Mega cable,Married,Telcel,1,Monthly,Android,YT Music,906208,Bachelor
32,Male,Own,Telmex,Married,Telcel,2,Monthly,Android,YT Music,906213,Associate's Degree
28,Female,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,906220,High School
33,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,906221,Bachelor
38,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,906228,Bachelor
32,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,906231,High School
35,Male,Rent,Telmex,Married,Telcel,3,Weekly,Android,Spotify,906232,Bachelor
28,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,906251,High School
47,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,Spotify,906253,Bachelor
51,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,906271,Bachelor
52,Male,Rent,Mega cable,Married,Telcel,3,Rarely,IOS,YT Music,906275,Associate's Degree
34,Female,Rent,Mega cable,Never Married,Movistar,1,Weekly,Android,YT Music,906279,High School
29,Female,Rent,Telmex,Never Married,Movistar,2,Rarely,Android,YT Music,906280,High School
47,Female,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,906287,Bachelor
24,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,906290,High School
38,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,906300,Bachelor
34,Female,Rent,Mega cable,Married,Movistar,3,Weekly,IOS,YT Music,906328,Bachelor
27,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,906332,Master's Degree
43,Female,Rent,Telmex,Married,Movistar,2,Weekly,IOS,YT Music,906335,Bachelor
43,Male,Own,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,906343,Bachelor
24,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,906355,High School
39,Male,Rent,Telmex,Never Married,Telcel,0,Never,Android,YT Music,906361,High School
26,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,906374,High School
25,Male,Rent,Mega cable,Other,Telcel,2,Never,Android,YT Music,906375,Bachelor
30,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,906388,Some College
31,Female,Rent,Mega cable,Never Married,Movistar,1,Monthly,Android,YT Music,906398,High School
28,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,906403,High School
36,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,906406,Bachelor
24,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,906420,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Never,Android,Spotify,906430,Bachelor
25,Male,Rent,Telmex,Married,Movistar,2,Never,Android,YT Music,906432,Bachelor
29,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,906490,Bachelor
48,Male,Own,Mega cable,Married,Telcel,2,Weekly,Windows phone,YT Music,906493,Doctorate
